Entry	Entry name	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (ORF )
B6JVS7	B6JVS7_SCHJY	unreviewed	Ornithine aminotransferase (EC 2.6.1.13)	SJAG_00495		SJAG_00495
B6K693	B6K693_SCHJY	unreviewed	Sorting nexin Snx12	SJAG_04221		SJAG_04221
B6K6G8	B6K6G8_SCHJY	unreviewed	Uricase (EC 1.7.3.3) (Urate oxidase)	SJAG_04299		SJAG_04299
B6K8F6	B6K8F6_SCHJY	unreviewed	Uncharacterized protein	SJAG_05352		SJAG_05352
B6K7D9	B6K7D9_SCHJY	unreviewed	Fungal protein	SJAG_04648		SJAG_04648
B6K4D8	B6K4D8_SCHJY	unreviewed	GCS light chain (Gamma-ECS regulatory subunit) (Gamma-glutamylcysteine synthetase regulatory subunit) (Glutamate--cysteine ligase modifier subunit)	SJAG_03494		SJAG_03494
B6K150	B6K150_SCHJY	unreviewed	DUF1716 family protein	SJAG_02772		SJAG_02772
B6JZC4	B6JZC4_SCHJY	unreviewed	ATP-dependent RNA helicase A-like protein	SJAG_01953		SJAG_01953
B6JVJ5	B6JVJ5_SCHJY	unreviewed	WLM domain-containing protein	SJAG_00406		SJAG_00406
B6K5T4	B6K5T4_SCHJY	unreviewed	3'-phosphoadenylylsulfate reductase (EC 1.8.4.8) (PAPS reductase, thioredoxin dependent) (PAdoPS reductase)	SJAG_04060		SJAG_04060
B6JVI0	B6JVI0_SCHJY	unreviewed	Ribosome biogenesis factor recycling AAA family ATPase	SJAG_00390		SJAG_00390
B6K8A9	B6K8A9_SCHJY	unreviewed	Sphingosine-1-phosphate phosphatase	SJAG_04986		SJAG_04986
B6K4F0	B6K4F0_SCHJY	unreviewed	GPI ethanolamine phosphate transferase 3	SJAG_03506		SJAG_03506
B6K772	B6K772_SCHJY	unreviewed	Nuclear membrane organization protein Apq12	SJAG_04578		SJAG_04578
B6K761	B6K761_SCHJY	unreviewed	Hsp16-like protein	SJAG_04567		SJAG_04567
B6K856	B6K856_SCHJY	unreviewed	RNA polymerase II associated Paf1 complex	SJAG_04933		SJAG_04933
B6K3B4	B6K3B4_SCHJY	unreviewed	Uncharacterized protein	SJAG_03098		SJAG_03098
B6JZK6	B6JZK6_SCHJY	unreviewed	40S ribosomal protein S7	SJAG_02046		SJAG_02046
B6K4Z9	B6K4Z9_SCHJY	unreviewed	Phosphoglycerate mutase family protein	SJAG_03714		SJAG_03714
B6K2K8	B6K2K8_SCHJY	unreviewed	Uncharacterized protein	SJAG_02476		SJAG_02476
B6K3M2	B6K3M2_SCHJY	unreviewed	Uncharacterized protein	SJAG_03212		SJAG_03212
B6JXQ9	B6JXQ9_SCHJY	unreviewed	RNA polymerase I transcription factor subunit Rrn6	SJAG_00202		SJAG_00202
B6K5F5	B6K5F5_SCHJY	unreviewed	DUF1682 family protein	SJAG_03930		SJAG_03930
B6JWC9	B6JWC9_SCHJY	unreviewed	Succinate dehydrogenase assembly factor 4, mitochondrial	SJAG_00703		SJAG_00703
B6K252	B6K252_SCHJY	unreviewed	Stress response protein Bis1	SJAG_02317		SJAG_02317
B6JVE0	B6JVE0_SCHJY	unreviewed	Uncharacterized protein	SJAG_00348		SJAG_00348
B6K4L3	B6K4L3_SCHJY	unreviewed	Anaphase-promoting complex subunit 2	SJAG_03575		SJAG_03575
B6K244	B6K244_SCHJY	unreviewed	Cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp8	SJAG_02308		SJAG_02308
B6K706	B6K706_SCHJY	unreviewed	Cohesin-associated protein Pds5	SJAG_04508		SJAG_04508
B6K1C4	B6K1C4_SCHJY	unreviewed	Mediator of RNA polymerase II transcription subunit 7	SJAG_02849		SJAG_02849
B6K115	B6K115_SCHJY	unreviewed	Pyruvate decarboxylase	SJAG_02734		SJAG_02734
B6JZW4	B6JZW4_SCHJY	unreviewed	WD repeat protein	SJAG_01153		SJAG_01153
B6K583	B6K583_SCHJY	unreviewed	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	SJAG_03852		SJAG_03852
B6K2M2	B6K2M2_SCHJY	unreviewed	ER oxidoreductin Ero1b	SJAG_02489		SJAG_02489
B6JYU2	B6JYU2_SCHJY	unreviewed	DNA helicase (EC 3.6.4.12)	SJAG_01762		SJAG_01762
B6JWJ0	B6JWJ0_SCHJY	unreviewed	19S proteasome regulatory subunit Rpt4	SJAG_00766		SJAG_00766
B6JWT2	B6JWT2_SCHJY	unreviewed	DNA helicase (EC 3.6.4.12)	SJAG_00857		SJAG_00857
T0TAY8	T0TAY8_SCHJY	unreviewed	Uncharacterized protein	SJAG_05607		SJAG_05607
B6JZS2	B6JZS2_SCHJY	unreviewed	Palmitoyltransferase (EC 2.3.1.225)	SJAG_01112		SJAG_01112
B6JX03	B6JX03_SCHJY	unreviewed	Uncharacterized protein	SJAG_00929		SJAG_00929
B6K374	B6K374_SCHJY	unreviewed	Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase)	SJAG_03056		SJAG_03056
B6K7Q9	B6K7Q9_SCHJY	unreviewed	STE/STE11 protein kinase	SJAG_04777		SJAG_04777
B6K325	B6K325_SCHJY	unreviewed	Transcription factor TFIIIB complex subunit bdp1	SJAG_03007		SJAG_03007
B6JWB6	B6JWB6_SCHJY	unreviewed	PEK protein kinase Hri2	SJAG_00690		SJAG_00690
B6K3B0	B6K3B0_SCHJY	unreviewed	Zuotin	SJAG_03094		SJAG_03094
B6JV21	B6JV21_SCHJY	unreviewed	2 OG-Fe(II) oxygenase superfamily protein Ofd2	SJAG_00221		SJAG_00221
B6JZM3	B6JZM3_SCHJY	unreviewed	SAGA complex subunit Spt8	SJAG_02066		SJAG_02066
B6K5M7	B6K5M7_SCHJY	unreviewed	Tubulin beta chain	SJAG_04003		SJAG_04003
B6JZJ4	B6JZJ4_SCHJY	unreviewed	DNAJ protein Caj1/Djp1-type	SJAG_02034		SJAG_02034
B6K6L1	B6K6L1_SCHJY	unreviewed	Noc2p-Noc3p complex subunit Noc2 family protein	SJAG_04346		SJAG_04346
B6JXL6	B6JXL6_SCHJY	unreviewed	Structure-specific endonuclease subunit	SJAG_05180		SJAG_05180
B6K688	B6K688_SCHJY	unreviewed	54S ribosomal protein L31, mitochondrial	SJAG_04216		SJAG_04216
B6JWX2	B6JWX2_SCHJY	unreviewed	Bystin family U3 and U14 snoRNA associated protein	SJAG_00897		SJAG_00897
B6K4E0	B6K4E0_SCHJY	unreviewed	Midasin	SJAG_03496		SJAG_03496
B6K6C2	B6K6C2_SCHJY	unreviewed	Uncharacterized protein	SJAG_04251		SJAG_04251
B6K7C5	B6K7C5_SCHJY	unreviewed	PI31 proteasome regulator	SJAG_04633		SJAG_04633
B6K4T9	B6K4T9_SCHJY	unreviewed	High-affinity import carrier for pyridoxine	SJAG_03652		SJAG_03652
B6K6F0	B6K6F0_SCHJY	unreviewed	Phosphomethylpyrimidine kinase	SJAG_04282		SJAG_04282
B6K6Z4	B6K6Z4_SCHJY	unreviewed	Phosphotransferase (EC 2.7.1.-)	SJAG_04495		SJAG_04495
B6K5S7	B6K5S7_SCHJY	unreviewed	Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	SJAG_04053		SJAG_04053
B6K3J6	B6K3J6_SCHJY	unreviewed	Nucleoporin Nup186	SJAG_03182		SJAG_03182
B6JV71	B6JV71_SCHJY	unreviewed	Triose phosphate transporter	SJAG_00276		SJAG_00276
B6K172	B6K172_SCHJY	unreviewed	Spindle pole body protein Ppc89	SJAG_02795		SJAG_02795
B6JWZ1	B6JWZ1_SCHJY	unreviewed	ChAPs family protein	SJAG_00916		SJAG_00916
B6K6J3	B6K6J3_SCHJY	unreviewed	ABM domain-containing protein	SJAG_04326		SJAG_04326
B6K7C7	B6K7C7_SCHJY	unreviewed	Translation initiation factor	SJAG_04635		SJAG_04635
B6K8B2	B6K8B2_SCHJY	unreviewed	Ino80 complex subunit Ies2	SJAG_04989		SJAG_04989
B6K2F0	B6K2F0_SCHJY	unreviewed	ER lumen protein-retaining receptor	SJAG_02418		SJAG_02418
B6JUT5	B6JUT5_SCHJY	unreviewed	Protein FYV4, mitochondrial	SJAG_00060		SJAG_00060
B6K7Y4	B6K7Y4_SCHJY	unreviewed	Ubiquitin conjugating enzyme Ubc16	SJAG_04857		SJAG_04857
B6JV56	B6JV56_SCHJY	unreviewed	Uncharacterized protein	SJAG_00258		SJAG_00258
B6JY22	B6JY22_SCHJY	unreviewed	WDR21 family WD repeat protein	SJAG_01480		SJAG_01480
B6JZH1	B6JZH1_SCHJY	unreviewed	Uncharacterized protein	SJAG_02011		SJAG_02011
B6K108	B6K108_SCHJY	unreviewed	N-acetyltransferase	SJAG_02726		SJAG_02726
B6K1I0	B6K1I0_SCHJY	unreviewed	UNC-50 family protein	SJAG_02910		SJAG_02910
B6K5E0	B6K5E0_SCHJY	unreviewed	Serine hydroxymethyltransferase (EC 2.1.2.1)	SJAG_03914		SJAG_03914
B6JZB5	B6JZB5_SCHJY	unreviewed	CCR4-Not complex subunit Caf16	SJAG_01944		SJAG_01944
B6K2F1	B6K2F1_SCHJY	unreviewed	Ubiquitin carboxy terminal hydrolase Ubp3	SJAG_02419		SJAG_02419
B6K084	B6K084_SCHJY	unreviewed	Mannosyltransferase complex subunit	SJAG_01276		SJAG_01276
B6K0R5	B6K0R5_SCHJY	unreviewed	Microtubule-associated protein Dis1	SJAG_02624		SJAG_02624
B6JVE6	B6JVE6_SCHJY	unreviewed	Uncharacterized protein	SJAG_00354		SJAG_00354
B6K6T4	B6K6T4_SCHJY	unreviewed	Uncharacterized protein	SJAG_04423		SJAG_04423
B6JVI7	B6JVI7_SCHJY	unreviewed	Uncharacterized protein	SJAG_00398		SJAG_00398
B6K0M4	B6K0M4_SCHJY	unreviewed	Phosphoprotein phosphatase	SJAG_02582		SJAG_02582
B6K2I3	B6K2I3_SCHJY	unreviewed	AP-3 adaptor complex subunit Apl6	SJAG_02453		SJAG_02453
B6K699	B6K699_SCHJY	unreviewed	Fungal protein	SJAG_04227		SJAG_04227
B6JZ38	B6JZ38_SCHJY	unreviewed	Trehalose-6-phosphate phosphatase Tpp1	SJAG_01862		SJAG_01862
B6JZK9	B6JZK9_SCHJY	unreviewed	Cation dependent mannose-6-phosphate cargo receptor	SJAG_02049		SJAG_02049
B6JXD7	B6JXD7_SCHJY	unreviewed	Nucleoporin Nup82	SJAG_01065		SJAG_01065
B6K5N9	B6K5N9_SCHJY	unreviewed	V-type proton ATPase subunit F	SJAG_04015		SJAG_04015
B6K7Z0	B6K7Z0_SCHJY	unreviewed	Single-stranded telomeric binding protein Tgc1	SJAG_04863		SJAG_04863
B6JV20	B6JV20_SCHJY	unreviewed	60S ribosomal protein L22	SJAG_00220		SJAG_00220
B6JWR4	B6JWR4_SCHJY	unreviewed	Mediator of RNA polymerase II transcription subunit 21	SJAG_05203		SJAG_05203
B6JWD0	B6JWD0_SCHJY	unreviewed	AGC protein kinase Ppk31	SJAG_00704		SJAG_00704
B6JZF5	B6JZF5_SCHJY	unreviewed	Twinfilin	SJAG_01993		SJAG_01993
B6K234	B6K234_SCHJY	unreviewed	DNA-(apurinic or apyrimidinic site) endonuclease (EC 3.1.-.-)	SJAG_02298		SJAG_02298
B6K4C0	B6K4C0_SCHJY	unreviewed	Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	MET3 SJAG_03475	MET3	SJAG_03475
B6JZ94	B6JZ94_SCHJY	unreviewed	Citrate synthase	SJAG_01922		SJAG_01922
B6K1H8	B6K1H8_SCHJY	unreviewed	Triacylglycerol lipase	SJAG_02907		SJAG_02907
B6JYY4	B6JYY4_SCHJY	unreviewed	MutS protein 1	SJAG_01807		SJAG_01807
B6JUW2	B6JUW2_SCHJY	unreviewed	Uncharacterized protein	SJAG_00023		SJAG_00023
B6JVP6	B6JVP6_SCHJY	unreviewed	Phosphopyruvate hydratase (EC 4.2.1.11)	SJAG_00461		SJAG_00461
B6K685	B6K685_SCHJY	unreviewed	RSC complex subunit Sfh1	SJAG_04213		SJAG_04213
B6K2B3	B6K2B3_SCHJY	unreviewed	RNA-binding protein	SJAG_02381		SJAG_02381
B6K6X4	B6K6X4_SCHJY	unreviewed	Coatomer subunit zeta	SJAG_04474		SJAG_04474
B6K139	B6K139_SCHJY	unreviewed	Centrosomal transforming acidic coiled-coil protein Alp7	SJAG_02761		SJAG_02761
B6JZ18	B6JZ18_SCHJY	unreviewed	Signal recognition particle subunit SRP72	SJAG_01840		SJAG_01840
B6K6M6	B6K6M6_SCHJY	unreviewed	Glucosidase I Gls1	SJAG_04363		SJAG_04363
B6JY94	B6JY94_SCHJY	unreviewed	Uncharacterized protein	SJAG_01555		SJAG_01555
B6K4Z8	B6K4Z8_SCHJY	unreviewed	Ribosomal RNA-processing protein 8 (EC 2.1.1.-)	SJAG_03713		SJAG_03713
B6K7G5	B6K7G5_SCHJY	unreviewed	Iron permease Fip1	SJAG_04675		SJAG_04675
B6K1U0	B6K1U0_SCHJY	unreviewed	SH3 domain-containing protein	SJAG_02202		SJAG_02202
B6K3H8	B6K3H8_SCHJY	unreviewed	Phospholipid-diacylglycerol acyltransferase Plh1	SJAG_03162		SJAG_03162
B6JX30	B6JX30_SCHJY	unreviewed	Uridine ribohydrolase	SJAG_00957		SJAG_00957
B6K4H1	B6K4H1_SCHJY	unreviewed	BolA domain UV induced protein Uvi31	SJAG_03532		SJAG_03532
B6JYU6	B6JYU6_SCHJY	unreviewed	Serine hydroxymethyltransferase (EC 2.1.2.1)	SJAG_01766		SJAG_01766
B6K0V0	B6K0V0_SCHJY	unreviewed	Vac7	SJAG_02665		SJAG_02665
B6K795	B6K795_SCHJY	unreviewed	Uncharacterized protein	SJAG_04602		SJAG_04602
B6K2V8	B6K2V8_SCHJY	unreviewed	Uncharacterized protein	SJAG_05310		SJAG_05310
B6K3L5	B6K3L5_SCHJY	unreviewed	Lysophospholipase (EC 3.1.1.5)	SJAG_03204		SJAG_03204
B6JY40	B6JY40_SCHJY	unreviewed	DEAD/DEAH box helicase	SJAG_01499		SJAG_01499
B6K690	B6K690_SCHJY	unreviewed	Mitochondrial import inner membrane translocase subunit TIM23	SJAG_04218		SJAG_04218
B6K1U2	B6K1U2_SCHJY	unreviewed	SNARE Sec20	SJAG_02204		SJAG_02204
B6K7I5	B6K7I5_SCHJY	unreviewed	UDP-galactose transporter Gms1	SJAG_04697		SJAG_04697
B6K522	B6K522_SCHJY	unreviewed	Eukaryotic translation initiation factor 2A (eIF-2A)	SJAG_03788		SJAG_03788
B6K461	B6K461_SCHJY	unreviewed	Protein disulfide isomerase	SJAG_03414		SJAG_03414
B6K722	B6K722_SCHJY	unreviewed	Uncharacterized protein	SJAG_04525		SJAG_04525
B6JZ13	B6JZ13_SCHJY	unreviewed	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	SJAG_01835		SJAG_01835
B6K1Z1	B6K1Z1_SCHJY	unreviewed	Ribomal-ubiquitin fusion protein Ubi5	SJAG_02253		SJAG_02253
B6JYM6	B6JYM6_SCHJY	unreviewed	Uncharacterized protein	SJAG_01691		SJAG_01691
B6K558	B6K558_SCHJY	unreviewed	Cell agglutination protein mam3	SJAG_03826		SJAG_03826
B6K1J6	B6K1J6_SCHJY	unreviewed	Uncharacterized protein	SJAG_02925		SJAG_02925
B6JXQ4	B6JXQ4_SCHJY	unreviewed	Mitochondrial import inner membrane translocase TIM40 (Mitochondrial intermembrane space import and assembly protein 40)	SJAG_00196		SJAG_00196
B6K6D2	B6K6D2_SCHJY	unreviewed	DNA-directed RNA polymerase I	SJAG_04261		SJAG_04261
B6JXC5	B6JXC5_SCHJY	unreviewed	DNAJ domain-containing protein Mdj1	SJAG_01052		SJAG_01052
B6JWA4	B6JWA4_SCHJY	unreviewed	Coronin	SJAG_00677		SJAG_00677
B6JV41	B6JV41_SCHJY	unreviewed	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase)	SJAG_00243		SJAG_00243
B6K574	B6K574_SCHJY	unreviewed	Ubiquitin-like domain-containing protein	SJAG_03843		SJAG_03843
B6K6J2	B6K6J2_SCHJY	unreviewed	Acetyl-CoA transporter	SJAG_04325		SJAG_04325
B6JV23	B6JV23_SCHJY	unreviewed	Hsp9-like protein	SJAG_00223		SJAG_00223
B6K147	B6K147_SCHJY	unreviewed	Acetyl-CoA deacylase (EC 3.1.2.1) (Acetyl-CoA hydrolase)	SJAG_02769		SJAG_02769
B6JZ88	B6JZ88_SCHJY	unreviewed	HSP chaperone complex subunit	SJAG_01914		SJAG_01914
B6K320	B6K320_SCHJY	unreviewed	1,3-beta-D-glucan-UDP glucosyltransferase (EC 2.4.1.34)	SJAG_05285		SJAG_05285
B6JW99	B6JW99_SCHJY	unreviewed	Uncharacterized protein	SJAG_00672		SJAG_00672
B6JVB8	B6JVB8_SCHJY	unreviewed	tRNA (Cytosine-5-)-methyltransferase	SJAG_00325		SJAG_00325
B6K7W7	B6K7W7_SCHJY	unreviewed	CLASP family microtubule-associated protein	SJAG_04841		SJAG_04841
B6K3P9	B6K3P9_SCHJY	unreviewed	Fungal protein	SJAG_03239		SJAG_03239
B6K0E4	B6K0E4_SCHJY	unreviewed	Ribosome biogenesis protein Ltv1	SJAG_01338		SJAG_01338
B6JZE5	B6JZE5_SCHJY	unreviewed	Uncharacterized protein	SJAG_01982		SJAG_01982
B6JWU3	B6JWU3_SCHJY	unreviewed	Transcriptional regulatory protein Rxt3	SJAG_00868		SJAG_00868
B6K6L7	B6K6L7_SCHJY	unreviewed	Cyclophilin family peptidyl-prolyl cis-trans isomerase Wis2	SJAG_04352		SJAG_04352
B6K730	B6K730_SCHJY	unreviewed	60S ribosomal protein L38	SJAG_04534		SJAG_04534
B6JW08	B6JW08_SCHJY	unreviewed	Uncharacterized protein	SJAG_00575		SJAG_00575
B6K841	B6K841_SCHJY	unreviewed	Transcription initiation factor TFIID subunit 2	SJAG_04917		SJAG_04917
B6JXR3	B6JXR3_SCHJY	unreviewed	Nucleoporin Nup132	SJAG_01374		SJAG_01374
B6JZ44	B6JZ44_SCHJY	unreviewed	Carboxypeptidase (EC 3.4.16.-)	SJAG_01868		SJAG_01868
B6K1A8	B6K1A8_SCHJY	unreviewed	Guanyl-nucleotide exchange factor Vps901	SJAG_02833		SJAG_02833
B6JVE3	B6JVE3_SCHJY	unreviewed	Uncharacterized protein	SJAG_00351		SJAG_00351
B6K3Y4	B6K3Y4_SCHJY	unreviewed	Uncharacterized protein	SJAG_03331		SJAG_03331
B6K7G7	B6K7G7_SCHJY	unreviewed	Aminotransferase	SJAG_04678		SJAG_04678
B6JXD3	B6JXD3_SCHJY	unreviewed	Saccharopine dehydrogenase	SJAG_01061		SJAG_01061
B6JV10	B6JV10_SCHJY	unreviewed	MADS-box transcription factor Map1	SJAG_00210		SJAG_00210
B6K1P5	B6K1P5_SCHJY	unreviewed	Double-strand-specific pac1 ribonuclease	SJAG_02156		SJAG_02156
B6K0E9	B6K0E9_SCHJY	unreviewed	Transcription factor	SJAG_01343		SJAG_01343
B6K2K3	B6K2K3_SCHJY	unreviewed	Transcription factor Prr1	SJAG_02472		SJAG_02472
B6JV78	B6JV78_SCHJY	unreviewed	Protein transport protein sec16	SJAG_00284		SJAG_00284
B6JZB6	B6JZB6_SCHJY	unreviewed	Phospholipid-transporting ATPase (EC 7.6.2.1)	SJAG_01945		SJAG_01945
B6K6G2	B6K6G2_SCHJY	unreviewed	Xap-5-like protein	SJAG_04293		SJAG_04293
B6JWQ1	B6JWQ1_SCHJY	unreviewed	Threonine dehydratase (EC 4.3.1.19) (Threonine deaminase)	SJAG_00830		SJAG_00830
B6K0P4	B6K0P4_SCHJY	unreviewed	M-factor transporter Mam1	SJAG_02602		SJAG_02602
B6JX78	B6JX78_SCHJY	unreviewed	Intermediate peptidase Oct1	SJAG_01004		SJAG_01004
B6K378	B6K378_SCHJY	unreviewed	CMGC/CDK/CDK9 protein kinase Cdk9	SJAG_03061		SJAG_03061
B6JZQ3	B6JZQ3_SCHJY	unreviewed	BRCT domain-containing protein Rad4	SJAG_02098		SJAG_02098
B6K0U5	B6K0U5_SCHJY	unreviewed	Leucine carboxyl methyltransferase 1 (EC 2.1.1.233)	SJAG_02660		SJAG_02660
B6JX59	B6JX59_SCHJY	unreviewed	MBF transcription factor complex subunit Res2	SJAG_00987		SJAG_00987
B6K427	B6K427_SCHJY	unreviewed	STE/STE20/YSK protein kinase Sid1	SJAG_03376		SJAG_03376
B6K3N4	B6K3N4_SCHJY	unreviewed	Folylpolyglutamate synthase (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	SJAG_03224		SJAG_03224
B6K8C8	B6K8C8_SCHJY	unreviewed	Homeobox transcription factor Phx1	SJAG_05006		SJAG_05006
B6JZB9	B6JZB9_SCHJY	unreviewed	Endonuclease (EC 3.1.30.-)	SJAG_01948		SJAG_01948
B6K1C1	B6K1C1_SCHJY	unreviewed	Clr6 histone deacetylase complex subunit Pst1	SJAG_02846		SJAG_02846
B6K3N8	B6K3N8_SCHJY	unreviewed	Lysine methyltransferase	SJAG_03228		SJAG_03228
B6K170	B6K170_SCHJY	unreviewed	Pig-S	SJAG_05278		SJAG_05278
B6K1A5	B6K1A5_SCHJY	unreviewed	Ribosome biogenesis protein ERB1 (Eukaryotic ribosome biogenesis protein 1)	ERB1 SJAG_02830	ERB1	SJAG_02830
B6JZZ7	B6JZZ7_SCHJY	unreviewed	Heat shock protein S	SJAG_01186		SJAG_01186
B6K296	B6K296_SCHJY	unreviewed	SAICAR synthetase (EC 6.3.2.6)	SJAG_02364		SJAG_02364
B6K7U1	B6K7U1_SCHJY	unreviewed	Fork head transcription factor Fkh2	SJAG_04813		SJAG_04813
B6K1Y0	B6K1Y0_SCHJY	unreviewed	Helicase sen1	SJAG_02242		SJAG_02242
B6JZU9	B6JZU9_SCHJY	unreviewed	Phosphopantothenate-cysteine ligase	SJAG_01139		SJAG_01139
B6JWL0	B6JWL0_SCHJY	unreviewed	Uncharacterized protein	SJAG_00787		SJAG_00787
B6K5K6	B6K5K6_SCHJY	unreviewed	Mediator of RNA polymerase II transcription subunit 15	SJAG_03981		SJAG_03981
B6K3X1	B6K3X1_SCHJY	unreviewed	Gamma-glutamyltranspeptidase Ggt2	SJAG_03316		SJAG_03316
B6JV16	B6JV16_SCHJY	unreviewed	Guanyl-nucleotide exchange factor	SJAG_00216		SJAG_00216
B6K5Y4	B6K5Y4_SCHJY	unreviewed	Lysophospholipase NTE1 (EC 3.1.1.5) (Intracellular phospholipase B)	SJAG_04110		SJAG_04110
B6JWD1	B6JWD1_SCHJY	unreviewed	Nucleotide pyrophosphatase	SJAG_00705		SJAG_00705
B6K4M2	B6K4M2_SCHJY	unreviewed	Ribosomal protein subunit S2	SJAG_03584		SJAG_03584
B6K4H9	B6K4H9_SCHJY	unreviewed	TOG Alp14	SJAG_03540		SJAG_03540
B6JXD6	B6JXD6_SCHJY	unreviewed	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein)	SJAG_01064		SJAG_01064
B6JZN9	B6JZN9_SCHJY	unreviewed	60S ribosomal protein L38	SJAG_02081		SJAG_02081
B6K0C3	B6K0C3_SCHJY	unreviewed	Ataxin-2	SJAG_01317		SJAG_01317
B6K1Y5	B6K1Y5_SCHJY	unreviewed	Coenzyme A diphosphatase	SJAG_02247		SJAG_02247
B6JWM8	B6JWM8_SCHJY	unreviewed	DNA replication factor C complex subunit Dcc1	SJAG_00806		SJAG_00806
B6K1Z8	B6K1Z8_SCHJY	unreviewed	DUF1767 domain-containing protein	SJAG_02262		SJAG_02262
B6K4B4	B6K4B4_SCHJY	unreviewed	DNA-directed RNA polymerase I complex subunit Rpa34	SJAG_03468		SJAG_03468
B6K025	B6K025_SCHJY	unreviewed	Complexed with Cdc5 protein Cwf12	SJAG_01214		SJAG_01214
B6JWV7	B6JWV7_SCHJY	unreviewed	Pescadillo homolog (Nucleolar protein 7 homolog)	NOP7 SJAG_00882	NOP7	SJAG_00882
B6K890	B6K890_SCHJY	unreviewed	Ribose-phosphate diphosphokinase (EC 2.7.6.1)	SJAG_04970		SJAG_04970
B6K0K5	B6K0K5_SCHJY	unreviewed	Dynein intermediate chain Dic1	SJAG_02561		SJAG_02561
B6K731	B6K731_SCHJY	unreviewed	GCN5-like N-acetyltransferase	SJAG_04535		SJAG_04535
B6JW76	B6JW76_SCHJY	unreviewed	Monopolin-like complex subunit Mde4	SJAG_00646		SJAG_00646
B6JYN4	B6JYN4_SCHJY	unreviewed	Uncharacterized protein	SJAG_01701		SJAG_01701
B6JW73	B6JW73_SCHJY	unreviewed	U4/U6 X U5 tri-snRNP complex subunit Prp1	SJAG_00643		SJAG_00643
B6JX69	B6JX69_SCHJY	unreviewed	Ribonuclease Z (EC 3.1.26.11)	SJAG_00997		SJAG_00997
B6K4D9	B6K4D9_SCHJY	unreviewed	DNA polymerase alpha-associated DNA helicase A	SJAG_03495		SJAG_03495
B6K6I8	B6K6I8_SCHJY	unreviewed	Ribosomal RNA-processing protein 40	SJAG_04321		SJAG_04321
B6K1I8	B6K1I8_SCHJY	unreviewed	Ubiquitin conjugating enzyme Mms2	SJAG_02918		SJAG_02918
T0S128	T0S128_SCHJY	unreviewed	Uncharacterized protein	SJAG_06604		SJAG_06604
B6K2J0	B6K2J0_SCHJY	unreviewed	EF-1 alpha binding zinc finger protein Zpr1	SJAG_02461		SJAG_02461
B6JV36	B6JV36_SCHJY	unreviewed	Hexitol dehydrogenase	SJAG_00237		SJAG_00237
B6JZP5	B6JZP5_SCHJY	unreviewed	Uncharacterized protein	SJAG_02087		SJAG_02087
B6JVH7	B6JVH7_SCHJY	unreviewed	Uncharacterized protein	SJAG_00387		SJAG_00387
B6JWC3	B6JWC3_SCHJY	unreviewed	Borealin Nbl1	SJAG_00697		SJAG_00697
B6K7I3	B6K7I3_SCHJY	unreviewed	40S ribosomal protein S10	SJAG_04695		SJAG_04695
B6JWR1	B6JWR1_SCHJY	unreviewed	Glucose-6-phosphate isomerase (EC 5.3.1.9)	SJAG_00839		SJAG_00839
B6JX81	B6JX81_SCHJY	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	SJAG_01006		SJAG_01006
B6JYJ7	B6JYJ7_SCHJY	unreviewed	SAGA complex subunit Spt20	SJAG_01658		SJAG_01658
B6K8D0	B6K8D0_SCHJY	unreviewed	Aminoacyl-tRNA hydrolase (EC 3.1.1.29)	SJAG_05008		SJAG_05008
B6JZB8	B6JZB8_SCHJY	unreviewed	Uncharacterized protein	SJAG_01947		SJAG_01947
B6JWQ3	B6JWQ3_SCHJY	unreviewed	Sulfatase modifying factor 1	SJAG_00832		SJAG_00832
B6K6B2	B6K6B2_SCHJY	unreviewed	Uncharacterized protein	SJAG_04240		SJAG_04240
B6K2D6	B6K2D6_SCHJY	unreviewed	Cyclin Puc1	SJAG_02404		SJAG_02404
B6K711	B6K711_SCHJY	unreviewed	Metallopeptidase Oma1	SJAG_04514		SJAG_04514
B6JYC8	B6JYC8_SCHJY	unreviewed	60S ribosomal protein L27	SJAG_01588		SJAG_01588
B6JZ78	B6JZ78_SCHJY	unreviewed	Uncharacterized protein	SJAG_01904		SJAG_01904
B6K6R4	B6K6R4_SCHJY	unreviewed	Protein RER1	SJAG_04402		SJAG_04402
B6JYZ4	B6JYZ4_SCHJY	unreviewed	V-type ATPase V1 subunit D	SJAG_01817		SJAG_01817
