SJAG_05269	SPAC8C9.09c
SJAG_02083	SPAC30D11.14c
SJAG_02393	SPBP23A10.14c
SJAG_03730	SPAC30D11.03
SJAG_02399	SPBC29A3.01
SJAG_00537	SPBC29A3.04
SJAG_03764	SPAC56F8.06c
SJAG_03712	SPAC56F8.10
SJAG_04317	SPAC22A12.08c
SJAG_05192	SPBC29A3.05
SJAG_04319	SPAC22A12.10
SJAG_00538	SPBC29A3.06
SJAG_04320	SPAC22A12.11
SJAG_04321	SPAC22A12.12c
SJAG_00539	SPBC29A3.07c
SJAG_00791	SPAC22A12.14c
SJAG_05029	SPAC4C5.01
SJAG_00545	SPBC29A3.13
SJAG_00544	SPBC29A3.12
SJAG_04342	SPBC29A3.12
SJAG_02645	SPBC29A3.17
SJAG_04172	SPBC18E5.07
SJAG_04641	SPBC18E5.12c
SJAG_01114	SPBC23G7.08c
SJAG_05030	SPAC4C5.02c
SJAG_05027	SPAC10F6.01c
SJAG_01131	SPBC23G7.12c
SJAG_01126	SPBC1711.04
SJAG_05019	SPAC10F6.09c
SJAG_01122	SPBC1711.07
SJAG_05018	SPAC10F6.10
SJAG_01135	SPBC1711.11
SJAG_05016	SPAC10F6.12c
SJAG_01136	SPBC1711.12
SJAG_01153	SPBC1711.16
SJAG_02216	SPAC10F6.15
SJAG_03311	SPAC56E4.02c
SJAG_00467	SPBC17G9.08c
SJAG_03312	SPAC56E4.03
SJAG_00464	SPBC17G9.11c
SJAG_00462	SPBC17G9.13c
SJAG_03319	SPAC1420.01c
SJAG_06636	SPBC14C8.03
SJAG_03324	SPAPB17E12.03
SJAG_06635	SPBC14C8.04
SJAG_02070	SPBC14C8.12
SJAG_03325	SPAPB17E12.04c
SJAG_01194	SPAPB17E12.05
SJAG_03326	SPAPB17E12.05
SJAG_00584	SPBC21H7.02
SJAG_03328	SPAPB17E12.07c
SJAG_01970	SPBC21H7.03c
SJAG_04067	SPBC21H7.03c
SJAG_03332	SPAPB17E12.10c
SJAG_00593	SPBC16H5.14c
SJAG_00601	SPBC16H5.06
SJAG_03335	SPAPB17E12.13
SJAG_02597	SPAPB17E12.13
SJAG_00602	SPBC16H5.05c
SJAG_00604	SPBC16H5.03c
SJAG_05297	SPAC1565.07c
SJAG_00609	SPBC12D12.03
SJAG_03356	SPAC6F12.09
SJAG_03355	SPAC6F12.10c
SJAG_16455	SPAC6F12.16c
SJAG_00613	SPBC12D12.06
SJAG_02236	SPBC24C6.03
SJAG_02232	SPBC24C6.07
SJAG_02227	SPBC24C6.11
SJAG_02225	SPBC19G7.02
SJAG_03592	SPAC19E9.02
SJAG_02215	SPBC19G7.08c
SJAG_02213	SPBC19G7.10c
SJAG_00195	SPAC57A10.10c
SJAG_02212	SPBC19G7.13
SJAG_00176	SPBC36B7.02
SJAG_00174	SPBC36B7.04
SJAG_00197	SPAC57A10.12c
SJAG_00172	SPBC36B7.06c
SJAG_03596	SPAC20G8.05c
SJAG_04915	SPAC3A12.03c
SJAG_02283	SPAC3A12.10
SJAG_04897	SPAC3A12.10
SJAG_01880	SPAC3A12.17c
SJAG_00170	SPBC36B7.08c
SJAG_02296	SPAC9.02c
SJAG_02292	SPAC9.07c
SJAG_00178	SPBC1921.03c
SJAG_04673	SPAC9.10
SJAG_01505	SPAC5D6.09c
SJAG_04724	SPBC21D10.05c
SJAG_01512	SPAC5D6.01
SJAG_03762	SPAC5D6.01
SJAG_04481	SPBC12C2.07c
SJAG_01511	SPAC57A7.13
SJAG_04480	SPBC12C2.06
SJAG_01508	SPAC57A7.10c
SJAG_04425	SPAC57A7.07c
SJAG_04458	SPBC12C2.04
SJAG_04433	SPAC167.03c
SJAG_04465	SPBC557.04
SJAG_04435	SPAC167.01
SJAG_03172	SPBC365.01
SJAG_03842	SPBC365.07c
SJAG_04436	SPAC1705.02
SJAG_01831	SPBC29A10.04
SJAG_01833	SPBC29A10.06c
SJAG_01835	SPBC29A10.08
SJAG_01836	SPBC29A10.09c
SJAG_03932	SPBC2G5.03
SJAG_02603	SPBC25B2.03
SJAG_00657	SPBC25B2.05
SJAG_00342	SPAC23H4.17c
SJAG_00651	SPBC25B2.11
SJAG_00343	SPAC23H4.16c
SJAG_00650	SPBC1826.01c
SJAG_00344	SPAC23H4.15
SJAG_00355	SPAC23H4.01c
SJAG_00645	SPBC6B1.05c
SJAG_00352	SPAP27G11.04c
SJAG_00644	SPBC6B1.06c
SJAG_01474	SPAC343.01c
SJAG_01473	SPAC343.02
SJAG_01470	SPAC343.06c
SJAG_01468	SPAC343.08c
SJAG_00643	SPBC6B1.07
SJAG_00640	SPBC6B1.09c
SJAG_00638	SPBC3E7.01
SJAG_02027	SPBC3E7.04c
SJAG_02030	SPBC3E7.07c
SJAG_01465	SPAC343.11c
SJAG_02032	SPBC3E7.09
SJAG_02033	SPBC3E7.10
SJAG_01570	SPAC824.02
SJAG_02034	SPBC3E7.11c
SJAG_01569	SPAC824.03c
SJAG_01598	SPAC824.05
SJAG_02844	SPBC3E7.13c
SJAG_02842	SPBC3E7.15c
SJAG_01600	SPAC824.09c
SJAG_04304	SPBC4F6.04
SJAG_02840	SPBC4F6.04
SJAG_01606	SPAC664.06
SJAG_01604	SPAC664.08c
SJAG_01615	SPAC664.11
SJAG_02858	SPACUNK12.02c
SJAG_02857	SPAC105.02c
SJAG_02997	SPAC17A5.01
SJAG_05295	SPAC17A5.11
SJAG_05296	SPAC17A5.12
SJAG_03276	SPAC17A5.14
SJAG_02838	SPBC4F6.06
SJAG_02835	SPBC4F6.07c
SJAG_03278	SPAC17A5.16
SJAG_02832	SPBC4F6.11c
SJAG_03287	SPAC1002.06c
SJAG_02827	SPBC4F6.16c
SJAG_03288	SPAC1002.07c
SJAG_02824	SPBC4F6.18c
SJAG_03289	SPAC1002.08c
SJAG_03295	SPAC1002.13c
SJAG_04710	SPAC1002.18
SJAG_02818	SPBC336.04
SJAG_06022	SPBC336.06c
SJAG_04712	SPAC1399.05c
SJAG_02814	SPBC336.08
SJAG_04723	SPAP11E10.02c
SJAG_04923	SPAPB1A10.04c
SJAG_02808	SPBC336.14c
SJAG_03071	SPAPB1A10.11c
SJAG_02804	SPBC685.05
SJAG_00265	SPAPB1A10.12c
SJAG_00262	SPAPB1A10.14
SJAG_01252	SPBC19C7.01
SJAG_00260	SPAC140.01
SJAG_01253	SPBC19C7.02
SJAG_01254	SPBC19C7.03
SJAG_01255	SPBC19C7.04c
SJAG_01260	SPBC19C7.07c
SJAG_01261	SPBC19C7.08c
SJAG_03637	SPBP19A11.04c
SJAG_04508	SPAC110.02
SJAG_03636	SPAP19A11.05c
SJAG_03635	SPBP19A11.06
SJAG_03634	SPBP19A11.07c
SJAG_04509	SPAC110.03
SJAG_03632	SPBP4H10.05c
SJAG_05301	SPAC3H1.01c
SJAG_01631	SPBP4H10.14c
SJAG_03393	SPAC3H1.02c
SJAG_01621	SPBC1703.03c
SJAG_04715	SPAC3H1.06c
SJAG_03398	SPAC3H1.07
SJAG_01620	SPBC1703.04
SJAG_03385	SPAC3H1.14
SJAG_00553	SPBC2A9.05c
SJAG_01266	SPBC2D10.03c
SJAG_03384	SPAC9G1.02
SJAG_03646	SPBC2D10.05
SJAG_03378	SPAC9G1.07
SJAG_00943	SPBC2D10.10c
SJAG_03375	SPAC9G1.10c
SJAG_00941	SPBC2D10.12
SJAG_03412	SPAC17H9.06c
SJAG_00923	SPBC15D4.05
SJAG_03106	SPBC15D4.13c
SJAG_03453	SPAC17H9.09c
SJAG_03108	SPBC15D4.15
SJAG_03115	SPBC13E7.05
SJAG_03119	SPBC13E7.09
SJAG_02531	SPBC30D10.18c
SJAG_03122	SPBC30D10.18c
SJAG_03454	SPAC17H9.10c
SJAG_03415	SPAC17H9.16
SJAG_03067	SPBC30D10.10c
SJAG_03410	SPAC607.03c
SJAG_05289	SPBC30D10.09c
SJAG_03409	SPAC607.04
SJAG_02716	SPAC607.09c
SJAG_03068	SPBC30D10.08
SJAG_02706	SPAC3C7.01c
SJAG_02692	SPAC3C7.09
SJAG_02693	SPAC3C7.10
SJAG_03092	SPBC1778.02
SJAG_03151	SPBC4C3.10c
SJAG_03144	SPBC4C3.05c
SJAG_03140	SPBC405.01
SJAG_03133	SPBC405.07
SJAG_02121	SPBC405.07
SJAG_03128	SPBC609.05
SJAG_03126	SPBC776.02c
SJAG_03156	SPBC776.08c
SJAG_02698	SPAC25A8.01c
SJAG_03158	SPBC776.10c
SJAG_03617	SPBC776.17
SJAG_03620	SPBC21.02
SJAG_03623	SPBC21.05c
SJAG_04469	SPBC21.07c
SJAG_00149	SPBC19F8.06c
SJAG_06046	SPBC25H2.18
SJAG_02926	SPBC25H2.12c
SJAG_02927	SPBC25H2.11c
SJAG_01236	SPBC25H2.03
SJAG_05978	SPBC20F10.10
SJAG_02703	SPAC20H4.02
SJAG_05977	SPBC17D11.01
SJAG_02683	SPAC23C11.01
SJAG_02630	SPBC17D11.03c
SJAG_02679	SPAC23C11.05
SJAG_02628	SPBC17D11.05
SJAG_01795	SPAC23C11.06c
SJAG_02627	SPBC17D11.06
SJAG_01797	SPAC23C11.09
SJAG_01798	SPAC23C11.10
SJAG_04084	SPBC17D1.03c
SJAG_06634	SPAC23C11.13c
SJAG_04039	SPAC1783.04c
SJAG_04074	SPBC11C11.04c
SJAG_04073	SPBC11C11.05
SJAG_01907	SPBC3B8.09
SJAG_01908	SPBC3B8.08
SJAG_01057	SPBC3B8.07c
SJAG_04036	SPAC1783.07c
SJAG_01058	SPBC3B8.05
SJAG_03916	SPAC18G6.02c
SJAG_02026	SPAC18G6.05c
SJAG_02025	SPAC18G6.06
SJAG_01745	SPAC18G6.10
SJAG_01062	SPBC3B8.02
SJAG_01743	SPAC18G6.12c
SJAG_02040	SPAC13D6.05
SJAG_04912	SPBC4B4.06
SJAG_02038	SPAC4G9.03
SJAG_00637	SPAC4G9.08c
SJAG_00633	SPAC4G9.12
SJAG_04056	SPAC13G7.03
SJAG_04062	SPAC13G7.08c
SJAG_01916	SPAC13G7.10
SJAG_01917	SPAC13G7.11
SJAG_04911	SPBC4B4.07c
SJAG_01919	SPAC13G7.13c
SJAG_00064	SPBC2G2.03c
SJAG_00107	SPBC2G2.04c
SJAG_01922	SPAC6C3.04
SJAG_00100	SPBC2G2.09c
SJAG_00102	SPBC2G2.11
SJAG_02170	SPAC17G8.09
SJAG_02654	SPBC1718.04
SJAG_02169	SPAC17G8.10c
SJAG_02656	SPBC1718.06
SJAG_04686	SPBPB7E8.02
SJAG_00298	SPBC1105.07c
SJAG_02165	SPAC17G8.13c
SJAG_00313	SPBC887.05c
SJAG_00314	SPBC887.06c
SJAG_00317	SPBC887.09c
SJAG_01789	SPAC22H10.03c
SJAG_01946	SPBC887.13c
SJAG_04182	SPBC16D10.03
SJAG_04184	SPBC16D10.05
SJAG_04186	SPBC16D10.07c
SJAG_02426	SPAC1B9.02c
SJAG_04190	SPBC16D10.09
SJAG_04989	SPAC6B12.05c
SJAG_06613	SPBP8B7.01c
SJAG_04990	SPAC6B12.07c
SJAG_01128	SPBP8B7.06
SJAG_02871	SPBP8B7.06
SJAG_02659	SPBP8B7.07c
SJAG_02661	SPBP8B7.09c
SJAG_05276	SPBP8B7.16c
SJAG_04993	SPAC6B12.09
SJAG_02420	SPBP8B7.18c
SJAG_04999	SPAC6B12.13
SJAG_02415	SPBP8B7.23
SJAG_05002	SPAC6B12.16
SJAG_02414	SPBP8B7.24c
SJAG_03252	SPAC19A8.07c
SJAG_05264	SPBP8B7.27
SJAG_02406	SPBP8B7.30c
SJAG_00882	SPBC19F5.05c
SJAG_00883	SPBC25D12.02c
SJAG_03249	SPAC19A8.04
SJAG_02767	SPAC23H3.04
SJAG_00884	SPBC25D12.03c
SJAG_00909	SPBC31F10.09c
SJAG_00912	SPBC31F10.12
SJAG_02768	SPAC23H3.05c
SJAG_02453	SPAC23H3.06
SJAG_02451	SPAC23H3.08c
SJAG_02445	SPAC23H3.12c
SJAG_00913	SPBC31F10.13c
SJAG_02435	SPAC25H1.09
SJAG_00914	SPBC31F10.14c
SJAG_02428	SPAC4A8.08c
SJAG_00496	SPBC21C3.03
SJAG_04978	SPAC823.05c
SJAG_00495	SPBC21C3.08c
SJAG_04974	SPAC823.08c
SJAG_04965	SPAC823.13c
SJAG_00486	SPBC21C3.18
SJAG_00472	SPBC21C3.20c
SJAG_04964	SPAC823.14
SJAG_00480	SPBC23E6.06c
SJAG_04954	SPAC7D4.09c
SJAG_06588	SPBC23E6.08
SJAG_04953	SPAC7D4.07c
SJAG_04501	SPAC7D4.05
SJAG_00859	SPBC211.02c
SJAG_04503	SPAC7D4.03c
SJAG_00854	SPBC211.08c
SJAG_04497	SPAC4F8.12c
SJAG_00853	SPBC1604.21c
SJAG_05207	SPBC1604.18c
SJAG_04496	SPAC4F8.11
SJAG_05204	SPBC1604.11
SJAG_04495	SPAC4F8.07c
SJAG_05203	SPBC1604.10
SJAG_04493	SPAC4F8.05c
SJAG_00832	SPBC1604.01
SJAG_04486	SPAC644.06c
SJAG_00824	SPBC26H8.04c
SJAG_01405	SPAC644.07
SJAG_05230	SPAC644.09
SJAG_00823	SPBC26H8.05c
SJAG_01413	SPAC644.17c
SJAG_00822	SPBC26H8.06
SJAG_00703	SPBC26H8.16
SJAG_01401	SPAPB2B4.03
SJAG_01558	SPBC3B9.03
SJAG_01397	SPAPB2B4.05
SJAG_05694	SPBC3B9.21
SJAG_01562	SPBC3B9.07c
SJAG_01392	SPAC6F6.02c
SJAG_04024	SPBC3B9.09
SJAG_04022	SPBC3B9.11c
SJAG_04020	SPBC3B9.13c
SJAG_01411	SPBC3B9.13c
SJAG_01386	SPAC6F6.08c
SJAG_04015	SPBC3B9.18c
SJAG_01377	SPAC6F6.17
SJAG_00411	SPBC215.07c
SJAG_03907	SPBC215.15
SJAG_00403	SPBC1347.05c
SJAG_00401	SPBC1347.07
SJAG_01911	SPBC1347.09
SJAG_01374	SPAC1805.04
SJAG_00395	SPBC56F2.11
SJAG_01369	SPAC1805.18
SJAG_00394	SPBC56F2.10c
SJAG_01361	SPAC1805.14
SJAG_05186	SPBC56F2.04
SJAG_03212	SPBC1861.06c
SJAG_01358	SPAC1805.17
SJAG_05228	SPAC3F10.06c
SJAG_03210	SPBC1861.08c
SJAG_01348	SPAC3F10.19
SJAG_03209	SPBC1861.09
SJAG_03659	SPBC14F5.05c
SJAG_01344	SPAC3F10.11c
SJAG_02850	SPBC14F5.09c
SJAG_02851	SPBC14F5.10c
SJAG_01341	SPAC3F10.15c
SJAG_01421	SPAC8F11.05c
SJAG_03653	SPBC3F6.03
SJAG_01425	SPAC8F11.09c
SJAG_03654	SPBC3F6.04c
SJAG_01426	SPAC8F11.10c
SJAG_01427	SPACUNK4.16c
SJAG_01430	SPACUNK4.12c
SJAG_01432	SPACUNK4.10
SJAG_01434	SPACUNK4.09
SJAG_01205	SPBC342.05
SJAG_05291	SPBC16G5.06
SJAG_04817	SPBC16G5.11c
SJAG_04816	SPBC16G5.12c
SJAG_00069	SPAC31G5.03
SJAG_00503	SPAC31G5.03
SJAG_05283	SPAC31G5.08
SJAG_04813	SPBC16G5.15c
SJAG_02923	SPAC31G5.09c
SJAG_02902	SPAC31G5.15
SJAG_02903	SPAC31G5.16c
SJAG_04792	SPBC16A3.10
SJAG_04383	SPBC16A3.08c
SJAG_02905	SPAC31G5.18c
SJAG_04379	SPBC16A3.05c
SJAG_04378	SPBC16A3.04
SJAG_03200	SPAC1786.03
SJAG_04376	SPBC16A3.02c
SJAG_03199	SPAC24C9.02c
SJAG_01180	SPBC543.08
SJAG_03590	SPAC24C9.04
SJAG_03583	SPAC24C9.11
SJAG_01178	SPBC543.10
SJAG_16459	SPBC16C6.02c
SJAG_01777	SPAC16A10.07c
SJAG_01780	SPAC589.04
SJAG_05221	SPAC589.11
SJAG_05181	SPAC688.04c
SJAG_01487	SPBC16C6.05
SJAG_04069	SPBC244.02c
SJAG_00156	SPAC688.08
SJAG_01462	SPBC1539.02
SJAG_01458	SPBC1539.06
SJAG_00153	SPAC688.10
SJAG_01454	SPBC1539.10
SJAG_06269	SPAC688.16
SJAG_01448	SPBC1289.04c
SJAG_04840	SPAC3G9.13c
SJAG_03180	SPAC3G9.17
SJAG_01444	SPBC1289.07c
SJAG_03628	SPAC3G9.08
SJAG_01440	SPBC1289.12
SJAG_01970	SPBP4G3.02
SJAG_04067	SPBP4G3.02
SJAG_03627	SPAC3G9.07c
SJAG_02959	SPBPB2B2.06c
SJAG_02580	SPBPB2B2.06c
SJAG_03298	SPAC1486.06
SJAG_03538	SPAC1486.10
SJAG_02954	SPBPB2B2.10c
SJAG_04323	SPAC6G10.03c
SJAG_04360	SPAC6G10.07
SJAG_00161	SPBPB2B2.15
SJAG_03079	SPBPB2B2.16c
SJAG_04362	SPAC6G10.08
SJAG_02247	SPAC6G9.05
SJAG_02239	SPAC6G9.14
SJAG_02238	SPAC6G9.15c
SJAG_03079	SPBC1348.05
SJAG_00239	SPBC1348.08c
SJAG_03826	SPBC1348.08c
SJAG_01975	SPBC1348.08c
SJAG_02093	SPBC1348.10c
SJAG_00618	SPAPB1E7.02c
SJAG_03035	SPAPB1E7.10
SJAG_03033	SPAPB1E7.14
SJAG_03028	SPAC2E1P5.05
SJAG_02282	SPAC26A3.05
SJAG_02266	SPAC8E11.02c
SJAG_04909	SPAC959.02
SJAG_04908	SPAC959.03c
SJAG_04063	SPBC1198.01
SJAG_04849	SPBC1198.05
SJAG_04906	SPAC959.04c
SJAG_04850	SPBC1198.06c
SJAG_04904	SPAC959.05c
SJAG_04664	SPAC959.06c
SJAG_01565	SPAC3H5.10
SJAG_01580	SPAC3H5.10
SJAG_03425	SPAC3H5.07
SJAG_01551	SPAC3H5.07
SJAG_01546	SPAC3A11.14c
SJAG_04855	SPBC1198.11c
SJAG_03049	SPBC660.06
SJAG_04860	SPBC660.08
SJAG_01545	SPAC3A11.13
SJAG_04862	SPBC660.10
SJAG_01540	SPAC3A11.08
SJAG_03853	SPBC660.15
SJAG_01538	SPAC3A11.05c
SJAG_01535	SPAC3A11.02
SJAG_01527	SPAC328.07c
SJAG_03850	SPBC31E1.02c
SJAG_00517	SPAC16E8.05c
SJAG_03847	SPBC31E1.05
SJAG_00508	SPAC16E8.14c
SJAG_00507	SPAC16E8.15
SJAG_01909	SPAC1B1.03c
SJAG_00237	SPBC1773.05c
SJAG_01912	SPAC17A2.02c
SJAG_01986	SPBC1773.06c
SJAG_01913	SPAC17A2.03c
SJAG_02517	SPBC1773.10c
SJAG_00204	SPAC17A2.06c
SJAG_02578	SPAC17A2.14
SJAG_01592	SPBC1271.14
SJAG_02584	SPAC17G6.05c
SJAG_02586	SPAC17G6.07c
SJAG_04129	SPBC1271.05c
SJAG_02587	SPAC17G6.08
SJAG_04130	SPBC1271.04c
SJAG_02588	SPAC17G6.09
SJAG_04124	SPBC106.03
SJAG_02589	SPAC17G6.10
SJAG_02590	SPAC17G6.11c
SJAG_04311	SPBC106.11c
SJAG_04588	SPAC17G6.15c
SJAG_04307	SPBC106.15
SJAG_01240	SPAC1142.06
SJAG_01245	SPAC8C9.03
SJAG_04142	SPBC582.05c
SJAG_01249	SPAC8C9.06c
SJAG_01250	SPAC8C9.07
SJAG_04144	SPBC582.07c
SJAG_02476	SPAC8C9.09c
SJAG_04146	SPBC582.09
SJAG_02475	SPAC8C9.10c
SJAG_05268	SPAC8C9.19
SJAG_02471	SPAC8C9.15c
SJAG_03264	SPBC902.06
SJAG_03261	SPBC1685.03
SJAG_03255	SPBC1685.08
SJAG_04623	SPAC15A10.15
SJAG_02339	SPBC1685.11
SJAG_04632	SPAC15E1.09
SJAG_02333	SPBC649.04
SJAG_02330	SPBC354.02c
SJAG_00869	SPAP7G5.04c
SJAG_04176	SPAP7G5.05
SJAG_01671	SPAC1556.02c
SJAG_01672	SPAC1556.03
SJAG_01673	SPAC1556.04c
SJAG_02783	SPAC1556.07
SJAG_02329	SPBC354.03
SJAG_02323	SPBC354.07c
SJAG_02788	SPAC1F12.04c
SJAG_02799	SPAC4H3.03c
SJAG_02116	SPBC354.10
SJAG_02795	SPAC4H3.11c
SJAG_02864	SPAC4H3.14c
SJAG_01670	SPAC1071.09c
SJAG_01666	SPAC926.02
SJAG_01665	SPAC926.03
SJAG_00033	SPBC839.03c
SJAG_03951	SPAC323.07c
SJAG_04167	SPBC839.06
SJAG_03955	SPAC2F3.02
SJAG_04165	SPBC839.08c
SJAG_03959	SPAC2F3.06c
SJAG_04155	SPBC839.17c
SJAG_03960	SPAC2F3.08
SJAG_04153	SPBC115.01c
SJAG_04560	SPBC947.14c
SJAG_03969	SPAC11G7.01
SJAG_03972	SPAC11G7.05c
SJAG_04558	SPBC947.12
SJAG_02216	SPAC11G7.06c
SJAG_00256	SPAPB18E9.02c
SJAG_04878	SPAC27E2.07
SJAG_04151	SPBC947.10
SJAG_04913	SPAC19G12.08
SJAG_01867	SPAC19G12.17
SJAG_01865	SPAC19G12.12
SJAG_01860	SPAC23A1.02c
SJAG_01854	SPAC23A1.07
SJAG_01853	SPAC23A1.08c
SJAG_05216	SPAC23A1.08c
SJAG_01852	SPAC23A1.09
SJAG_02180	SPAC23A1.10
SJAG_04157	SPAC23A1.10
SJAG_01851	SPAC23A1.10
SJAG_02204	SPAC23A1.15c
SJAG_02196	SPAC26H5.05
SJAG_04561	SPBC947.08c
SJAG_04562	SPBC947.07
SJAG_02154	SPAC26H5.09c
SJAG_02191	SPAC26H5.09c
SJAG_04568	SPBPJ4664.01
SJAG_03014	SPAC26H5.12
SJAG_04571	SPBPJ4664.06
SJAG_02975	SPAC25B8.07c
SJAG_02974	SPAC25B8.08
SJAG_04582	SPAC25B8.16
SJAG_04670	SPAC1F7.01c
SJAG_04551	SPBC119.08
SJAG_04549	SPBC119.10
SJAG_04666	SPAC1F7.04
SJAG_06440	SPBC119.18
SJAG_04532	SPBC119.16c
SJAG_04531	SPBC119.15
SJAG_00037	SPAC1F7.11c
SJAG_05736	SPBC530.16
SJAG_02309	SPAC21E11.04
SJAG_01738	SPBC530.04
SJAG_02308	SPAC21E11.05c
SJAG_02049	SPBC530.09c
SJAG_02307	SPAC21E11.06
SJAG_02050	SPBC530.10c
SJAG_02306	SPAC21E11.07
SJAG_02305	SPAC21E11.08
SJAG_02056	SPBC530.12c
SJAG_03872	SPAC2C4.11c
SJAG_02019	SPAC2C4.17c
SJAG_04886	SPAC25G10.09c
SJAG_02057	SPBC530.13
SJAG_02059	SPBC530.15c
SJAG_01005	SPAC27F1.06c
SJAG_00578	SPBC36.08c
SJAG_01009	SPAC23D3.01
SJAG_01010	SPAC23D3.02
SJAG_01011	SPAC23D3.03c
SJAG_01014	SPAC23D3.07
SJAG_01017	SPAC23D3.10c
SJAG_00579	SPBC36.07
SJAG_01036	SPAC23D3.11
SJAG_01028	SPAC1527.01
SJAG_00571	SPBC713.05
SJAG_05213	SPAC30.04c
SJAG_00374	SPBC713.09
SJAG_01633	SPAC29E6.03c
SJAG_00420	SPAC29E6.06c
SJAG_00365	SPBC216.04c
SJAG_00364	SPBC216.05
SJAG_02721	SPBC646.03
SJAG_03241	SPAC16.05c
SJAG_02720	SPBC646.04
SJAG_02719	SPBC646.05c
SJAG_02379	SPBC646.12c
SJAG_03244	SPAC9E9.04
SJAG_01543	SPAC9E9.11
SJAG_03782	SPAC9E9.15
SJAG_00051	SPAC17C9.10
SJAG_02380	SPBC646.13
SJAG_00143	SPAC1851.04c
SJAG_02562	SPBC646.16
SJAG_00147	SPAC27D7.07c
SJAG_03982	SPBP35G2.10
SJAG_01959	SPAC27D7.09c
SJAG_00110	SPAC27D7.09c
SJAG_00139	SPAC27D7.14c
SJAG_00138	SPAC637.03
SJAG_01901	SPAC31F12.01
SJAG_01896	SPAC12B10.05
SJAG_04596	SPBP35G2.13c
SJAG_05249	SPAC12B10.08c
SJAG_01887	SPAC12B10.12c
SJAG_01884	SPAC12B10.15c
SJAG_03994	SPBC146.06c
SJAG_02284	SPAC30C2.03
SJAG_03995	SPBC146.07
SJAG_04910	SPAC30C2.07
SJAG_00452	SPBC337.08c
SJAG_00339	SPAC144.18
SJAG_00458	SPBC337.14
SJAG_00333	SPAC1834.06c
SJAG_00815	SPBC1734.03
SJAG_00329	SPAC1834.09
SJAG_00330	SPAC1834.11c
SJAG_00820	SPBC1734.07c
SJAG_03239	SPBC1709.03
SJAG_00327	SPAC17D4.02
SJAG_03238	SPBC1709.04c
SJAG_03225	SPBC1709.16c
SJAG_00328	SPAC17D4.03c
SJAG_00325	SPAC17D4.04
SJAG_00324	SPAC458.02c
SJAG_02360	SPBC409.13
SJAG_02355	SPBC409.19c
SJAG_00707	SPBC725.03
SJAG_00702	SPBC725.07
SJAG_00119	SPAPYUG7.04c
SJAG_00077	SPAC1782.04
SJAG_00079	SPAC1782.06c
SJAG_04936	SPBC651.05c
SJAG_00080	SPAC1782.07
SJAG_04935	SPBC651.06
SJAG_04934	SPBC651.08c
SJAG_00084	SPAC1782.11
SJAG_04932	SPBC651.10
SJAG_03022	SPAC4F10.02
SJAG_01275	SPAC4F10.09c
SJAG_01277	SPAC4F10.11
SJAG_04884	SPBC3D6.04c
SJAG_04879	SPBC3D6.09
SJAG_01733	SPAC4F10.14c
SJAG_02298	SPBC3D6.10
SJAG_01292	SPAC4F10.20
SJAG_02300	SPBC3D6.12
SJAG_05896	SPBC30B4.09
SJAG_01283	SPAC19B12.08
SJAG_01281	SPAC19B12.10
SJAG_02254	SPBC30B4.04c
SJAG_01323	SPAPB8E5.07c
SJAG_04368	SPBC30B4.07c
SJAG_04353	SPAC1B3.02c
SJAG_04369	SPBC30B4.08
SJAG_03507	SPBC27B12.05
SJAG_04349	SPAC1B3.07c
SJAG_03504	SPBC27B12.08
SJAG_03503	SPBC27B12.09c
SJAG_05305	SPBC27B12.14
SJAG_04347	SPAC1B3.08
SJAG_03544	SPBC8D2.05c
SJAG_04345	SPAC1B3.10c
SJAG_03557	SPBC8D2.19
SJAG_01162	SPBC17A3.07
SJAG_01765	SPAC1B3.12c
SJAG_01167	SPBC691.03c
SJAG_02780	SPAC1B3.15c
SJAG_04695	SPBP22H7.08
SJAG_02904	SPBP22H7.08
SJAG_02764	SPAC1952.12c
SJAG_00777	SPBC32H8.01c
SJAG_02759	SPAC890.04c
SJAG_00772	SPBC32H8.04c
SJAG_03062	SPBC32H8.09
SJAG_02757	SPAC890.06
SJAG_03053	SPBC11B10.04c
SJAG_04406	SPAC22E12.01
SJAG_05331	SPAC22E12.08
SJAG_03050	SPBC11B10.07c
SJAG_04398	SPAC22E12.09c
SJAG_03045	SPBC1215.02c
SJAG_04391	SPAC22E12.17c
SJAG_04390	SPAC22E12.18
SJAG_04777	SPAC1006.09
SJAG_04757	SPAC29A4.19c
SJAG_02014	SPAC26F1.12c
SJAG_02012	SPAC26F1.09
SJAG_03042	SPBC83.03c
SJAG_03041	SPBC83.07
SJAG_02006	SPAC26F1.03
SJAG_03036	SPBC83.08
SJAG_02005	SPAC26F1.02
SJAG_00275	SPBC83.13
SJAG_02002	SPAPJ691.03
SJAG_02372	SPAC19D5.05c
SJAG_02373	SPAC19D5.11c
SJAG_03449	SPAC14C4.05c
SJAG_03448	SPAC14C4.06c
SJAG_03444	SPAC14C4.09
SJAG_02565	SPAC14C4.15c
SJAG_00209	SPAC11E3.05
SJAG_00214	SPAC11E3.09
SJAG_00219	SPAC11E3.14
SJAG_00222	SPAP8A3.03
SJAG_00231	SPAP8A3.11c
SJAG_04929	SPAP8A3.14c
SJAG_00918	SPBC27.02c
SJAG_01786	SPAC4D7.06c
SJAG_01658	SPAC4D7.10c
SJAG_01654	SPAC4D7.13
SJAG_01651	SPAC3G6.03c
SJAG_01120	SPBC27.06c
